id,label
2.61E+17,0
1.97E+17,0
2.63E+17,1
2.56E+17,0
2.61E+17,2
2.64E+17,1
2.64E+17,0
2.64E+17,2
2.64E+17,1
2.25E+17,1
2.60E+17,0
2.64E+17,0
2.39E+17,0
2.64E+17,1
1.94E+17,1
2.64E+17,0
2.42E+17,0
2.63E+17,1
2.19E+17,1
2.63E+17,1
2.64E+17,2
2.49E+17,2
2.53E+17,2
2.62E+17,0
2.62E+17,1
2.64E+17,0
2.43E+17,0
2.64E+17,0
2.58E+17,2
1.78E+17,1
2.64E+17,2
2.61E+17,2
1.95E+17,0
2.49E+17,0
2.62E+17,0
2.59E+17,0
2.54E+17,1
2.26E+17,0
2.63E+17,1
2.49E+17,1
2.59E+17,0
2.64E+17,1
2.52E+17,1
2.64E+17,1
2.64E+17,1
1.83E+17,0
2.61E+17,1
2.59E+17,0
1.97E+17,2
2.63E+17,1
2.64E+17,0
2.63E+17,1
2.63E+17,2
2.61E+17,0
2.64E+17,0
2.55E+17,1
2.62E+17,1
2.64E+17,0
2.62E+17,1
2.63E+17,0
2.56E+17,1
2.63E+17,0
2.64E+17,1
1.78E+17,1
2.11E+17,1
2.32E+17,0
2.56E+17,2
2.59E+17,2
2.56E+17,1
2.58E+17,0
2.61E+17,2
2.31E+17,0
2.64E+17,1
2.25E+17,0
2.64E+17,1
2.64E+17,0
2.64E+17,0
2.64E+17,0
2.64E+17,0
1.97E+17,0
2.58E+17,2
2.46E+17,0
2.43E+17,0
2.46E+17,0
2.64E+17,1
2.41E+17,0
2.39E+17,1
2.62E+17,0
2.62E+17,0
2.64E+17,1
2.60E+17,0
2.13E+17,1
2.64E+17,1
2.57E+17,0
2.56E+17,1
2.44E+17,0
1.87E+17,1
1.92E+17,1
2.61E+17,2
2.34E+17,1
2.14E+17,1
2.64E+17,0
2.07E+17,0
2.62E+17,1
2.63E+17,0
2.34E+17,0
2.63E+17,1
2.64E+17,1
2.64E+17,0
1.71E+17,1
2.63E+17,1
2.51E+17,2
2.64E+17,0
2.59E+17,0
2.54E+17,2
2.56E+17,0
2.64E+17,1
2.64E+17,0
1.98E+17,0
2.64E+17,0
2.64E+17,1
2.64E+17,1
2.64E+17,0
2.56E+17,1
2.62E+17,1
2.55E+17,1
2.63E+17,1
2.64E+17,1
2.50E+17,0
1.70E+17,1
2.64E+17,0
2.61E+17,1
2.62E+17,1
2.64E+17,2
2.49E+17,2
2.54E+17,1
2.28E+17,0
2.64E+17,0
2.64E+17,0
2.60E+17,1
2.63E+17,2
1.74E+17,0
2.53E+17,2
2.64E+17,1
2.53E+17,1
2.60E+17,0
2.45E+17,1
2.17E+17,1
2.61E+17,0
2.63E+17,1
2.64E+17,2
2.64E+17,0
2.15E+17,1
2.58E+17,0
2.64E+17,0
2.62E+17,0
2.59E+17,2
2.54E+17,0
2.64E+17,1
2.60E+17,0
2.62E+17,2
2.62E+17,0
2.33E+17,1
2.62E+17,2
2.61E+17,0
2.56E+17,0
2.64E+17,1
2.62E+17,2
2.64E+17,1
2.63E+17,2
2.58E+17,0
2.64E+17,2
2.61E+17,2
2.64E+17,1
2.29E+17,1
2.63E+17,0
2.63E+17,2
2.62E+17,0
1.94E+17,1
2.39E+17,1
2.56E+17,0
2.56E+17,1
2.64E+17,0
2.51E+17,2
2.60E+17,2
2.59E+17,1
2.61E+17,1
2.64E+17,0
2.62E+17,1
2.43E+17,2
2.60E+17,0
2.42E+17,2
2.57E+17,2
2.33E+17,1
2.55E+17,0
2.07E+17,1
2.63E+17,1
2.38E+17,1
2.64E+17,0
2.61E+17,2
2.64E+17,0
1.69E+17,0
2.64E+17,2
2.54E+17,2
2.51E+17,1
1.59E+17,1
2.63E+17,0
1.94E+17,2
2.64E+17,2
2.10E+17,1
2.64E+17,1
2.62E+17,0
2.11E+17,1
2.40E+17,1
2.64E+17,2
2.64E+17,2
2.64E+17,1
1.96E+17,1
2.55E+17,2
2.36E+17,1
2.59E+17,2
2.64E+17,1
2.46E+17,0
2.33E+17,1
2.55E+17,1
2.60E+17,1
2.59E+17,0
2.63E+17,1
2.13E+17,1
2.58E+17,1
2.61E+17,1
2.54E+17,2
2.61E+17,1
2.61E+17,0
2.62E+17,0
2.13E+17,2
2.55E+17,1
2.64E+17,1
2.63E+17,1
2.64E+17,0
1.78E+17,1
2.24E+17,1
2.57E+17,1
2.64E+17,1
2.63E+17,0
1.78E+17,1
2.45E+17,0
2.46E+17,0
2.64E+17,1
2.06E+17,0
2.62E+17,1
2.35E+17,1
2.62E+17,1
2.30E+17,0
2.61E+17,1
2.26E+17,1
2.60E+17,2
2.38E+17,1
2.64E+17,1
2.64E+17,2
2.40E+17,0
1.97E+17,1
2.54E+17,1
2.64E+17,1
2.62E+17,0
1.78E+17,0
2.55E+17,0
2.49E+17,1
2.30E+17,0
2.63E+17,0
2.53E+17,0
2.64E+17,0
2.39E+17,1
2.64E+17,0
2.48E+17,1
2.53E+17,2
2.63E+17,0
2.61E+17,1
2.36E+17,1
2.63E+17,1
2.62E+17,1
2.61E+17,0
2.53E+17,0
2.51E+17,0
2.52E+17,0
2.46E+17,1
2.63E+17,0
2.64E+17,0
2.18E+17,1
2.64E+17,0
2.37E+17,1
2.64E+17,1
1.74E+17,1
2.55E+17,1
2.17E+17,2
2.64E+17,0
2.63E+17,0
2.64E+17,1
2.60E+17,0
2.56E+17,0
2.59E+17,0
2.33E+17,0
2.60E+17,1
2.64E+17,1
2.63E+17,1
2.23E+17,0
2.64E+17,0
2.58E+17,1
2.59E+17,1
2.63E+17,1
2.59E+17,1
2.59E+17,0
2.64E+17,1
2.63E+17,1
2.64E+17,1
2.63E+17,1
2.58E+17,0
2.62E+17,1
2.46E+17,0
2.54E+17,0
2.04E+17,1
2.64E+17,0
2.39E+17,0
2.63E+17,2
2.63E+17,2
2.33E+17,1
2.61E+17,1
2.61E+17,0
1.92E+17,0
2.64E+17,1
2.64E+17,2
2.63E+17,2
2.52E+17,2
2.57E+17,1
2.62E+17,0
2.56E+17,1
2.55E+17,2
2.50E+17,0
2.54E+17,1
2.36E+17,1
2.02E+17,1
2.58E+17,2
2.35E+17,1
2.50E+17,0
2.51E+17,1
2.23E+17,1
2.58E+17,0
2.64E+17,0
2.64E+17,2
2.63E+17,1
2.38E+17,0
2.63E+17,1
1.78E+17,1
2.64E+17,0
2.64E+17,2
2.55E+17,2
2.57E+17,1
2.64E+17,1
2.02E+17,0
2.62E+17,0
2.64E+17,0
2.64E+17,2
2.56E+17,0
2.10E+17,0
2.64E+17,0
2.62E+17,2
2.10E+17,1
2.54E+17,0
2.64E+17,0
2.53E+17,1
2.06E+17,1
2.55E+17,1
1.77E+17,1
2.63E+17,1
2.29E+17,2
2.59E+17,1
2.51E+17,0
2.58E+17,1
2.62E+17,1
2.63E+17,1
2.48E+17,1
2.52E+17,2
2.62E+17,1
2.62E+17,0
2.63E+17,1
2.59E+17,1
2.28E+17,0
2.51E+17,1
2.25E+17,0
2.50E+17,0
2.40E+17,0
2.64E+17,2
2.46E+17,1
2.18E+17,1
1.96E+17,1
2.52E+17,2
2.50E+17,0
2.01E+17,1
2.62E+17,0
2.62E+17,0
2.62E+17,0
2.61E+17,1
2.43E+17,0
2.59E+17,0
2.63E+17,0
2.62E+17,0
2.63E+17,0
2.62E+17,2
2.10E+17,0
1.70E+17,0
2.64E+17,1
2.63E+17,1
2.64E+17,1
2.34E+17,0
2.59E+17,0
2.55E+17,1
2.08E+17,0
2.60E+17,0
2.62E+17,0
2.38E+17,1
2.64E+17,1
2.41E+17,0
2.62E+17,2
2.36E+17,1
2.60E+17,0
2.64E+17,0
2.61E+17,0
2.51E+17,1
2.63E+17,0
2.64E+17,0
2.50E+17,0
2.62E+17,1
2.57E+17,2
1.78E+17,0
2.61E+17,2
2.31E+17,2
2.64E+17,2
2.62E+17,0
2.62E+17,1
2.64E+17,1
1.81E+17,0
2.49E+17,0
2.64E+17,1
2.60E+17,1
2.26E+17,0
2.48E+17,0
2.63E+17,0
2.64E+17,0
2.60E+17,2
2.53E+17,1
2.60E+17,0
2.64E+17,0
2.58E+17,1
2.53E+17,1
2.61E+17,0
2.62E+17,1
2.34E+17,0
2.52E+17,2
2.50E+17,1
2.61E+17,1
2.59E+17,1
1.79E+17,0
2.52E+17,0
2.05E+17,0
2.54E+17,0
2.56E+17,0
2.49E+17,0
2.64E+17,1
2.49E+17,2
2.54E+17,2
2.64E+17,0
2.62E+17,1
2.63E+17,0
2.63E+17,0
2.61E+17,0
2.64E+17,0
2.60E+17,1
2.64E+17,0
2.64E+17,1
2.58E+17,0
2.34E+17,1
2.63E+17,2
2.27E+17,0
2.55E+17,0
2.23E+17,0
2.63E+17,1
2.64E+17,0
2.49E+17,1
2.61E+17,2
2.64E+17,0
2.58E+17,0
2.64E+17,2
2.64E+17,2
2.19E+17,1
2.48E+17,0
2.64E+17,0
2.64E+17,1
2.58E+17,0
2.33E+17,0
2.43E+17,2
2.34E+17,1
2.64E+17,1
2.55E+17,0
2.14E+17,0
2.50E+17,0
2.61E+17,2
2.52E+17,0
2.60E+17,1
2.34E+17,1
2.64E+17,0
2.61E+17,0
2.61E+17,0
2.52E+17,1
2.59E+17,0
2.64E+17,1
2.16E+17,0
2.64E+17,2
2.34E+17,1
2.61E+17,1
2.49E+17,2
2.38E+17,0
2.62E+17,0
2.64E+17,0
2.50E+17,0
2.60E+17,1
2.58E+17,2
2.63E+17,0
2.63E+17,0
2.63E+17,1
2.64E+17,1
2.63E+17,0
2.58E+17,0
2.33E+17,1
2.17E+17,1
2.50E+17,1
2.59E+17,2
2.61E+17,1
2.63E+17,1
2.60E+17,0
2.35E+17,1
2.43E+17,0
2.63E+17,0
2.55E+17,1
2.35E+17,1
2.60E+17,1
2.09E+17,1
2.59E+17,1
2.64E+17,0
2.64E+17,1
2.62E+17,1
2.58E+17,2
2.54E+17,0
2.63E+17,1
2.61E+17,0
2.61E+17,1
2.33E+17,1
2.28E+17,1
2.64E+17,0
2.63E+17,1
2.52E+17,1
2.63E+17,2
2.63E+17,1
2.64E+17,2
2.31E+17,0
2.63E+17,2
2.34E+17,1
2.61E+17,0
2.62E+17,0
2.63E+17,2
2.37E+17,1
2.59E+17,1
2.64E+17,0
2.00E+17,1
2.37E+17,1
2.61E+17,0
2.64E+17,1
2.30E+17,1
2.16E+17,1
2.63E+17,1
2.59E+17,1
2.64E+17,1
2.64E+17,1
2.28E+17,1
2.54E+17,1
2.57E+17,2
2.43E+17,1
2.45E+17,1
2.59E+17,1
2.22E+17,1
2.26E+17,0
2.62E+17,1
2.60E+17,0
2.51E+17,0
2.22E+17,0
2.47E+17,0
2.43E+17,2
2.33E+17,1
2.63E+17,1
2.64E+17,0
2.60E+17,1
2.61E+17,2
2.51E+17,2
2.48E+17,1
2.30E+17,0
2.49E+17,0
1.78E+17,1
2.64E+17,1
2.58E+17,0
2.56E+17,2
2.64E+17,0
2.61E+17,2
2.55E+17,1
2.31E+17,2
2.57E+17,0
2.22E+17,1
2.11E+17,0
2.64E+17,1
2.59E+17,1
2.62E+17,1
2.58E+17,0
2.64E+17,1
2.58E+17,0
2.27E+17,0
1.70E+17,1
2.62E+17,0
2.52E+17,0
2.62E+17,1
2.64E+17,0
2.26E+17,0
2.59E+17,0
2.61E+17,0
2.33E+17,0
2.63E+17,1
2.59E+17,1
2.64E+17,1
1.96E+17,1
2.63E+17,1
2.62E+17,1
2.63E+17,1
2.64E+17,1
2.57E+17,1
2.61E+17,1
2.64E+17,0
2.60E+17,0
2.60E+17,1
2.64E+17,1
2.38E+17,0
2.01E+17,0
1.77E+17,0
2.62E+17,1
2.60E+17,1
1.69E+17,0
2.61E+17,2
2.62E+17,0
2.64E+17,1
2.50E+17,2
2.64E+17,0
2.64E+17,1
2.63E+17,2
2.64E+17,0
2.56E+17,2
2.53E+17,0
2.63E+17,0
1.92E+17,0
2.60E+17,1
2.63E+17,1
2.26E+17,1
2.12E+17,1
2.41E+17,0
2.43E+17,0
2.59E+17,1
2.63E+17,0
2.13E+17,1
2.50E+17,0
2.64E+17,1
2.58E+17,1
2.56E+17,0
2.64E+17,0
2.08E+17,1
2.63E+17,1
2.64E+17,0
2.10E+17,0
1.77E+17,0
2.60E+17,1
2.64E+17,1
2.50E+17,1
2.59E+17,1
2.64E+17,1
2.63E+17,1
2.64E+17,2
2.34E+17,1
2.63E+17,2
2.64E+17,1
2.55E+17,2
2.63E+17,1
2.51E+17,0
2.64E+17,1
2.58E+17,1
2.63E+17,1
2.61E+17,1
2.64E+17,1
2.64E+17,2
2.63E+17,1
2.61E+17,2
2.64E+17,1
2.55E+17,1
2.50E+17,1
2.64E+17,2
2.64E+17,1
2.64E+17,1
2.44E+17,2
2.64E+17,2
2.62E+17,1
2.64E+17,1
2.61E+17,1
2.61E+17,1
1.96E+17,2
2.61E+17,0
2.64E+17,1
2.43E+17,1
2.63E+17,0
2.56E+17,0
2.13E+17,1
2.44E+17,1
2.08E+17,1
2.63E+17,1
2.58E+17,0
2.64E+17,2
1.96E+17,0
2.39E+17,0
2.62E+17,0
2.60E+17,1
2.61E+17,1
2.34E+17,0
2.52E+17,1
2.02E+17,0
2.62E+17,0
2.17E+17,1
2.64E+17,0
2.56E+17,0
2.34E+17,2
2.38E+17,0
2.63E+17,1
2.64E+17,1
2.47E+17,1
2.61E+17,2
2.52E+17,1
2.63E+17,0
2.64E+17,2
2.52E+17,1
1.95E+17,1
2.64E+17,0
2.63E+17,2
2.62E+17,0
2.39E+17,1
2.54E+17,1
2.01E+17,1
2.64E+17,0
2.45E+17,1
2.60E+17,1
2.63E+17,0
2.64E+17,1
2.31E+17,1
2.60E+17,1
2.47E+17,2
2.64E+17,1
2.55E+17,0
2.61E+17,0
2.15E+17,0
2.51E+17,1
2.63E+17,2
2.63E+17,0
2.64E+17,1
2.54E+17,1
2.64E+17,1
2.58E+17,0
1.98E+17,1
2.35E+17,1
1.78E+17,1
2.64E+17,0
2.40E+17,2
2.57E+17,0
2.12E+17,0
2.63E+17,0
2.64E+17,1
2.32E+17,0
1.96E+17,1
2.18E+17,0
2.47E+17,0
2.52E+17,1
2.64E+17,0
2.62E+17,1
2.64E+17,1
2.64E+17,1
2.64E+17,0
2.63E+17,0
2.01E+17,1
2.58E+17,0
1.99E+17,0
2.64E+17,2
2.64E+17,0
2.48E+17,0
2.60E+17,0
2.64E+17,0
2.63E+17,0
2.52E+17,0
2.31E+17,0
2.46E+17,1
2.36E+17,0
2.56E+17,1
2.63E+17,0
1.73E+17,2
2.61E+17,1
2.14E+17,1
2.59E+17,1
2.02E+17,1
2.54E+17,1
2.34E+17,1
2.50E+17,2
2.19E+17,2
2.25E+17,1
2.47E+17,1
2.63E+17,2
2.13E+17,1
1.75E+17,1
2.32E+17,0
2.58E+17,0
2.59E+17,2
2.63E+17,0
2.12E+17,1
2.34E+17,0
2.45E+17,0
1.74E+17,0
2.54E+17,2
2.61E+17,2
2.57E+17,1
2.17E+17,2
2.62E+17,1
2.43E+17,1
2.23E+17,0
2.63E+17,2
2.61E+17,1
2.62E+17,1
2.01E+17,2
2.58E+17,0
1.69E+17,1
2.63E+17,1
2.64E+17,0
2.55E+17,1
2.17E+17,0
2.59E+17,1
2.64E+17,1
2.63E+17,1
2.62E+17,1
2.64E+17,0
2.59E+17,1
2.63E+17,0
2.63E+17,0
2.63E+17,1
2.64E+17,2
2.56E+17,1
2.64E+17,0
2.63E+17,1
2.39E+17,2
2.52E+17,0
2.55E+17,1
2.59E+17,1
2.60E+17,0
1.84E+17,0
2.64E+17,1
2.59E+17,0
2.63E+17,1
2.50E+17,0
2.59E+17,0
2.63E+17,1
2.63E+17,0
2.62E+17,0
2.61E+17,1
2.51E+17,1
2.59E+17,1
2.62E+17,1
2.64E+17,0
2.64E+17,0
2.56E+17,2
2.61E+17,1
2.63E+17,0
2.36E+17,0
2.58E+17,1
2.30E+17,0
2.51E+17,2
2.64E+17,1
1.78E+17,0
2.38E+17,0
1.97E+17,1
2.53E+17,1
2.55E+17,2
2.33E+17,0
2.64E+17,0
2.63E+17,1
2.63E+17,2
2.64E+17,1
2.25E+17,1
2.62E+17,1
2.54E+17,1
2.62E+17,2
2.38E+17,2
2.63E+17,1
2.51E+17,1
2.64E+17,1
2.62E+17,0
2.42E+17,0
2.03E+17,1
2.51E+17,0
2.64E+17,1
1.90E+17,1
2.19E+17,1
2.64E+17,1
2.52E+17,1
2.60E+17,1
2.62E+17,0
2.64E+17,1
2.62E+17,0
2.60E+17,1
2.62E+17,1
2.39E+17,1
2.63E+17,1
2.62E+17,0
2.62E+17,1
2.63E+17,0
2.63E+17,1
2.40E+17,2
2.47E+17,0
2.56E+17,0
2.41E+17,0
2.60E+17,0
2.07E+17,1
2.64E+17,0
2.64E+17,0
2.54E+17,0
2.63E+17,0
2.64E+17,0
2.15E+17,1
2.59E+17,0
1.59E+17,0
2.61E+17,1
2.27E+17,1
2.29E+17,1
2.60E+17,1
2.59E+17,1
2.62E+17,0
2.00E+17,1
2.64E+17,0
2.61E+17,1
2.59E+17,1
2.61E+17,0
1.97E+17,1
2.64E+17,0
2.64E+17,1
2.64E+17,1
2.19E+17,1
2.36E+17,0
2.63E+17,1
2.58E+17,2
2.60E+17,2
2.64E+17,0
2.63E+17,0
2.57E+17,1
2.62E+17,1
2.58E+17,0
2.61E+17,0
1.81E+17,2
2.53E+17,2
2.40E+17,2
2.63E+17,0
2.54E+17,2
2.64E+17,2
2.60E+17,0
2.41E+17,0
2.63E+17,2
2.51E+17,1
2.63E+17,1
2.63E+17,0
2.29E+17,0
2.64E+17,1
2.26E+17,2
2.60E+17,2
2.64E+17,0
2.64E+17,0
2.59E+17,0
2.47E+17,0
2.62E+17,1
2.64E+17,0
2.56E+17,0
2.42E+17,1
2.64E+17,1
2.62E+17,0
2.21E+17,1
2.21E+17,1
2.59E+17,0
2.54E+17,1
2.37E+17,2
2.64E+17,2
2.49E+17,0
2.64E+17,1
2.64E+17,0
2.50E+17,1
2.46E+17,1
2.37E+17,0
2.63E+17,1
2.60E+17,2
2.64E+17,0
2.55E+17,0
2.64E+17,2
2.64E+17,0
2.64E+17,1
2.62E+17,1
2.64E+17,2
2.59E+17,1
2.63E+17,1
2.26E+17,1
2.60E+17,2
2.64E+17,2
1.98E+17,1
2.53E+17,0
2.47E+17,1
2.63E+17,1
2.64E+17,2
2.54E+17,2
2.64E+17,1
2.17E+17,1
2.39E+17,1
2.51E+17,2
2.62E+17,1
2.63E+17,1
2.58E+17,1
2.64E+17,0
2.60E+17,0
2.54E+17,2
2.62E+17,0
2.64E+17,1
2.22E+17,1
2.55E+17,0
2.58E+17,0
2.62E+17,2
2.56E+17,2
2.63E+17,0
2.60E+17,1
2.64E+17,1
2.51E+17,2
2.64E+17,1
2.60E+17,1
2.64E+17,1
2.45E+17,1
2.64E+17,1
2.64E+17,2
2.64E+17,0
2.63E+17,1
2.63E+17,0
2.64E+17,0
2.64E+17,2
2.12E+17,2
2.33E+17,1
2.55E+17,1
2.64E+17,1
2.55E+17,1
2.64E+17,0
2.61E+17,1
2.10E+17,1
2.18E+17,2
2.28E+17,0
2.64E+17,2
2.38E+17,2
2.63E+17,0
2.63E+17,0
2.63E+17,0
2.64E+17,2
2.53E+17,2
2.60E+17,1
2.31E+17,2
2.11E+17,1
2.61E+17,0
2.59E+17,1
2.63E+17,1
2.53E+17,0
2.54E+17,0
1.81E+17,1
2.40E+17,0
2.54E+17,0
2.62E+17,1
2.64E+17,1
2.62E+17,1
2.56E+17,2
2.64E+17,0
2.50E+17,1
2.62E+17,1
2.63E+17,0
2.25E+17,1
1.92E+17,0
2.53E+17,0
2.63E+17,0
2.64E+17,0
1.94E+17,0
2.63E+17,1
2.41E+17,0
2.56E+17,1
2.33E+17,1
1.60E+17,1
2.56E+17,0
2.58E+17,1
2.63E+17,0
2.64E+17,1
2.64E+17,1
2.49E+17,1
2.63E+17,0
2.14E+17,1
2.64E+17,1
2.14E+17,0
2.61E+17,1
2.64E+17,1
2.62E+17,0
2.63E+17,0
2.64E+17,2
2.51E+17,0
1.78E+17,2
2.64E+17,1
1.80E+17,0
2.29E+17,1
2.48E+17,1
2.27E+17,0
2.55E+17,1
2.03E+17,1
2.50E+17,0
2.43E+17,2
2.62E+17,0
2.63E+17,0
2.13E+17,1
2.63E+17,1
2.62E+17,1
2.55E+17,1
2.59E+17,1
2.34E+17,0
2.30E+17,2
2.48E+17,1
1.77E+17,2
2.64E+17,0
2.47E+17,2
2.64E+17,0
2.62E+17,1
2.59E+17,1
2.64E+17,0
2.15E+17,0
2.63E+17,0
2.63E+17,0
2.55E+17,0
2.63E+17,0
2.64E+17,2
2.58E+17,0
2.64E+17,0
2.61E+17,0
2.51E+17,2
2.62E+17,1
2.62E+17,1
2.54E+17,0
2.61E+17,1
2.63E+17,1
2.64E+17,1
2.64E+17,1
2.63E+17,0
2.30E+17,0
2.52E+17,0
2.38E+17,0
2.59E+17,0
2.63E+17,1
1.67E+17,0
2.64E+17,1
2.59E+17,0
2.59E+17,0
2.55E+17,0
2.23E+17,0
1.74E+17,1
2.54E+17,0
2.63E+17,0
2.53E+17,2
2.60E+17,2
2.58E+17,2
2.26E+17,1
1.70E+17,0
2.45E+17,1
2.50E+17,1
2.54E+17,1
2.61E+17,0
2.47E+17,2
2.64E+17,1
2.64E+17,2
2.62E+17,1
2.36E+17,1
2.60E+17,1
2.47E+17,0
2.55E+17,1
1.60E+17,0
2.56E+17,1
2.53E+17,0
2.62E+17,2
2.64E+17,1
2.62E+17,0
2.47E+17,2
2.11E+17,1
2.55E+17,0
2.56E+17,0
2.55E+17,1
2.61E+17,0
2.22E+17,1
2.64E+17,1
2.61E+17,1
2.41E+17,0
2.64E+17,1
2.63E+17,0
2.64E+17,0
1.98E+17,1
2.64E+17,2
2.64E+17,1
2.58E+17,1
2.63E+17,2
2.63E+17,0
2.64E+17,0
2.64E+17,1
2.35E+17,1
2.60E+17,1
2.60E+17,0
2.62E+17,1
1.81E+17,1
2.63E+17,0
2.63E+17,0
2.64E+17,0
2.63E+17,2
2.40E+17,0
2.62E+17,1
2.63E+17,1
2.52E+17,0
2.53E+17,1
2.53E+17,0
2.45E+17,1
2.64E+17,0
2.33E+17,0
2.64E+17,0
2.22E+17,0
2.64E+17,0
2.57E+17,1
1.78E+17,1
2.00E+17,0
2.64E+17,1
2.63E+17,0
2.43E+17,0
2.64E+17,1
2.62E+17,2
1.94E+17,2
2.61E+17,0
2.63E+17,0
2.60E+17,0
2.51E+17,2
2.51E+17,1
2.64E+17,0
2.60E+17,0
2.51E+17,2
1.88E+17,0
2.60E+17,1
2.11E+17,1
2.64E+17,1
2.64E+17,0
2.45E+17,1
2.63E+17,1
2.64E+17,1
2.64E+17,0
2.54E+17,1
2.51E+17,0
2.63E+17,1
2.00E+17,0
1.96E+17,1
2.23E+17,2
2.64E+17,0
2.62E+17,2
2.48E+17,1
2.17E+17,1
2.53E+17,2
2.33E+17,1
2.59E+17,0
2.62E+17,1
2.45E+17,2
2.63E+17,1
2.61E+17,0
2.55E+17,0
2.57E+17,1
2.64E+17,1
2.28E+17,0
2.64E+17,0
2.60E+17,1
1.94E+17,0
2.57E+17,0
2.61E+17,1
2.60E+17,1
2.61E+17,0
2.33E+17,0
2.05E+17,1
2.63E+17,1
2.53E+17,2
2.59E+17,1
2.61E+17,1
2.60E+17,0
1.81E+17,0
2.18E+17,0
2.64E+17,2
1.66E+17,0
2.63E+17,0
2.64E+17,2
2.59E+17,1
2.64E+17,1
2.64E+17,1
2.64E+17,2
2.32E+17,0
2.28E+17,2
2.25E+17,2
2.31E+17,1
2.63E+17,1
2.59E+17,0
2.60E+17,2
2.50E+17,1
1.99E+17,1
2.64E+17,0
2.46E+17,1
2.23E+17,1
2.45E+17,0
2.41E+17,1
2.33E+17,1
2.15E+17,0
2.23E+17,0
2.64E+17,0
2.61E+17,0
2.58E+17,2
2.64E+17,0
2.53E+17,2
2.45E+17,1
2.46E+17,2
2.50E+17,0
2.34E+17,1
2.56E+17,1
2.53E+17,0
2.63E+17,1
2.64E+17,1
2.16E+17,1
2.26E+17,1
2.60E+17,1
2.62E+17,0
2.64E+17,1
2.20E+17,1
2.59E+17,1
2.63E+17,0
2.34E+17,0
2.64E+17,2
2.64E+17,2
2.48E+17,1
2.57E+17,0
2.57E+17,1
2.59E+17,1
2.56E+17,0
2.13E+17,1
2.64E+17,0
2.56E+17,1
2.64E+17,1
2.63E+17,1
2.48E+17,0
1.74E+17,0
2.54E+17,2
2.64E+17,0
2.55E+17,2
2.60E+17,1
2.64E+17,0
2.64E+17,0
2.62E+17,0
2.53E+17,0
2.64E+17,1
2.30E+17,0
2.63E+17,1
2.64E+17,1
1.61E+17,2
2.56E+17,1
2.33E+17,2
2.62E+17,2
2.56E+17,0
2.63E+17,0
2.60E+17,0
2.31E+17,1
2.64E+17,2
2.61E+17,2
